NameDeposit	OtherNames	CountryCode	Country	StateProvince	LatitudeSeconds	LatitudeMinutes	LatitudeDegrees	LongitudeSeconds	LongitudeMinutes	LongitudeDegrees	LongitudeDecimal	LatitudeDecimal	Type	DiscoveryDate	StartupDate	Includes	Prospect?	Comments	Map Number	AgeMY	Tonnage	Copper grade	Molybdenum grade	Silver grade	Gold grade	References	Minerals	Deposit Age	Assoc Deposits less 5km	Assoc Deposits less 10km	RocksinDeposit	RocksOnMap	RocksOnMapInDeposit	EmplacementDepthkm	SulfideArea	SulfideBAxis	SulfideAAxis	AlterAAxis	AlterBAxix	AlterArea	OreArea	OreAAxis	OreBAxis
Hengxingcuo		CINA	China	Xizhang (Tibet)		29	31		21	97	97.35	31.48333333	17				Yes	"Yulong-Yunnan porpyry copper (molybdenum) belt. Large deposit, according to Rui and others (2002)."	574	42		0	0	0	0	"Gu, X.X., Tang, J.X., Wang, C.S., Chen, J.P., and He, B.B., 2003, Himalayan magmatism and porphyry copper-molybdenum mineralization in the Yulong ore belt, East Tibet: Mineralogy and Petrology, v. 78, p. 1–20.Hou, Z., Ma, H., Khin, Z., Zhang, Y., Wang, M., Wang, Z., Pan, G., and Tang, R., 2003, The Himalayan Yulong porphyry copper belt: product of large-scale strike-slip faulting in eastern Tibet: Economic Geology, v. 98, p. 125–145. Rui, Z., Wang, L., and Wang, Y., 2002, Porphyry copper deposit models in China: Workshop on Assessing Undiscovered Mineral Resources, June 24–28, Beijing, China, China Geological Survey and U.S. Geological Survey, p. 42–52.Tang R., and Luo, H., 1995, The geology of Yulong porphyry (molybdenum) copper ore belt, Xizang (Tibet): No. 1 Party of Xizang Bureau of Geology and Mineral Resources, Beijing, Geological Publishing House, 320 p. (in Chinese with English summary). "	"chalcopyrite, pyrite"	43–41			monzogranite porphyry		"diabase, limestone, quartz latite porphyry, quartzite, shale"										
Jiama		CINA	China	Xizhang (Tibet)		44	29		44	91	91.73333333	29.73333333	17	2000			Yes	Gangdese porphyry copper belt. Granitic porphyry of shoshonite series. 	578	14		0	0	0	0	"Gao, Y., Hou, Z., Wei, R., and Zhao, R., 2003, Post-collisional adakitic porphyries in Tibet: geochemical and Sr-Nd-Pb isotopic constraints on partial melting of oceanic lithosphere and crust-mantle interaction: Acta Geologica Sinica, v. 77, no. 2, p. 194–203. Hou, Z., Mo, X., Gao, Y., Qu, X., and Meng, X., 2003, Adakite, a possible host rock for porphyry copper deposits: Case studies of porphyry copper belts in Tibetan Plateau and in Northern Chile: Mineral Deposits, v.22, no. 1, p. 1–12 (in Chinese with English abstract). Qu, X., Hou, Z., and Huang, W., 2001, Is Gangdese porphyry copper deposit belt the second “Yulong” copper deposit belt?: Mineral Deposits, v. 20, no. 4, p. 353–366 (in Chinese with English abstract).Rui, Z., Wang, L., and Wang, Y., 2002, Porphyry copper deposit models in China: Workshop on Assessing Undiscovered Mineral Resources, June 24–28, Beijing, China, China Geological Survey and U.S. Geological Survey, p. 42–52."	"biotite, bornite, chalcopyrite, chlorite, epidote, molybdenite, pyrite, sericite, sphalerite"	14±2			"adamellite porphyry, felsic dike"		"andesite, andesite porphyry, granodiorite, quartz diorite, quartz monzonite, quartzite, rhyolite, rhyolitic welded tuff"										
Jicuo	Gicuo	CINA	China	Xizhang (Tibet)		55	29		35	98	98.58333333	29.91666667	17					Yulong-Yunnan porpyry copper (molybdenum) belt. Large deposit.	577	40.7		0	0	0	0	"Gu, X.X., Tang, J.X., Wang, C., Chen, J.P., and He, B.B., 2003, Himalayan magmatism and porphyry copper-molybdenum mineralisation in the Yulong ore belt, East Tibet: Mineralogy and Petrology, v. 78, p. 1–20. Hou, Z., Ma, H., Khin, Z., Zhang, Y., Wang, M., Wang, Z., Pan, G., and Tang, R., 2003, The Himalayan Yulong porphyry copper belt: product of large-scale strike-slip faulting in eastern Tibet: Economic Geology, v. 98, p. 125–145. Qin, K., Sun, S., Li, J., Fang, T., Wang, S., and Liu, W., 2002, Paleozoic epithermal Au and porphyry Cu deposits in northern Xinjiang, China: epochs, features, tectonic linkage and exploration significance: Resource Geology, v.52, no. 4, p. 291–300.Rui, Z., Wang, L., and Wang, Y., 2002, Porphyry copper deposit models in China: Workshop on Assessing Undiscovered Mineral Resources, June 24–28, Beijing, China, China Geological Survey and U.S. Geological Survey, p. 42–52.Tang R., and Luo, H., 1995, The geology of Yulong porphyry (molybdenum) copper ore belt, Xizang (Tibet): No. 1 Party of Xizang Bureau of Geology and Mineral Resources, Beijing, Geological Publishing House, 320 p. (in Chinese with English summary). "		40.7		17	quartz diorite porphyry		"andesite, andesite breccia, andesite tuff, granodiorite"										
Kalatage 		CINA	China	Xinjiang		32	42		55	91	91.91666667	42.53333333	20c	1999			Yes	"Eastern Tianshan porphyry copper-gold belt. Intersection 40–110 m: 0.81% Cu, 0.7 to 9.0 g/t Au; chip samples: average 0.88 g/t Au; approximate reserve estimate 8.6 Mt ore."	598	348		0	0	0	0	"Qin, K., Sun, S., Li, J., Fang, T., Wang, S., and Liu, W., 2002, Paleozoic epithermal Au and porphyry Cu deposits in northern Xinjiang, China: epochs, features, tectonic linkage and exploration significance: Resource Geology, v. 52, no. 4, p. 291–300.Qin, K., Zhang, L., Xiao, W, Xu, X., Yan, Z., and Mao, J., 2003, Overview of major Au, Cu, Ni and Fe deposits and metallogenic evolution of the eastern Tianshan Mountains, northwester China, in Mao, J., Goldfarb, R.J., Seltmann, R., Wang, D., Xiao, W., and Hart, C., eds., Tectonic evolution and metallogeny of the Chinese Altay and Tianshan: International Symposium of the IGCP-473 Project, IAGOD Guidebook Series 10, Urumqi, Xinjiang, China, published by Natural History Museum, London, p. 227–247.  Rui, Z., Wang, L., and Wang, Y., 2002, Porphyry copper deposit models in China: Workshop on Assessing Undiscovered Mineral Resources, June 24–28, Beijing, China, China Geological Survey and U.S. Geological Survey, p. 42–52.Rui Z, Liu, Y., Wang, L., and Wang, Y., 2002, The Eastern Tianshan porphyry copper deposit belt in Xinjiang and its tectonic framework: Acta Geologica Sinica, v. 76, no. 1, p. 83–94 (in Chinese with English abstract). "	"alunite, barite, bornite, chalcanthite, chalcocite, chalcopyrite, chloroxiphite, covellite, electrum, fluorite, gold, gypsum, hematite, kaolinite/illite, pyrite, sericite"	340–356	25e				"agglomerate, andesite, andesite breccia, basalt, dacite, dacite tuff, granodiorite, latite, quartz diorite, rhyolite, tuff"								0.02	0.6	0.04
Lakange		CINA	China	Xizhang (Tibet)		36	29		35	91	91.58333333	29.6	17	2000			Yes	Gangdese porphyry copper belt.	579	14		0	0	0	0	"Gao, Y., Hou, Z., Wei, R., and Zhao, R., 2003, Post-collisional adakitic porphyries in Tibet: geochemical and Sr-Nd-Pb isotopic constraints on partial melting of oceanic lithosphere and crust-mantle interaction: Acta Geologica Sinica, v. 77, no. 2, p. 194–203. Hou, Z., Mo, X., Gao, Y., Qu, X., and Meng, X., 2003, Adakite, a possible host rock for porphyry copper deposits: Case studies of porphyry copper belts in Tibetan Plateau and in Northern Chile: Mineral Deposits, v.22, no. 1, p. 1–12 (in Chinese with English abstract). Qu, X., Hou, Z., and Huang, W., 2001, Is Gangdese porphyry copper deposit belt the second “Yulong” copper deposit belt?: Mineral Deposits, v. 20, no. 4, p. 353–366 (in Chinese with English abstract).Rui, Z., Wang, L., and Wang, Y., 2002, Porphyry copper deposit models in China: Workshop on Assessing Undiscovered Mineral Resources, June 24–28, Beijing, China, China Geological Survey and U.S. Geological Survey, p. 42–52."	"biotite, bornite, chalcopyrite, chlorite, molybdenite, pyrite, sericite, sphalerite"	14±2			granitic porphyry of shoshonite series		"granite, granite porphyry, granodiorite"										
Lakonge		CINA	China	Xizhang (Tibet)		34	29		23	91	91.38333333	29.56666667	17	2000			Yes	Gangdese porphyry copper belt.	580	14		0	0	0	0	"Gao, Y., Hou, Z., Wei, R., and Zhao, R., 2003, Post-collisional adakitic porphyries in Tibet: geochemical and Sr-Nd-Pb isotopic constraints on partial melting of oceanic lithosphere and crust-mantle interaction: Acta Geologica Sinica, v. 77, no. 2, p. 194–203. Hou, Z., Mo, X., Gao, Y., Qu, X., and Meng, X., 2003, Adakite, a possible host rock for porphyry copper deposits: Case studies of porphyry copper belts in Tibetan Plateau and in Northern Chile: Mineral Deposits, v.22, no. 1, p. 1–12 (in Chinese with English abstract). Qu, X., Hou, Z., and Huang, W., 2001, Is Gangdese porphyry copper deposit belt the second “Yulong” copper deposit belt?: Mineral Deposits, v. 20, no. 4, p. 353–366 (in Chinese with English abstract).Rui, Z., Wang, L., and Wang, Y., 2002, Porphyry copper deposit models in China: Workshop on Assessing Undiscovered Mineral Resources, June 24–28, Beijing, China, China Geological Survey and U.S. Geological Survey, p. 42–52."	"biotite, bornite, chalcopyrite, chlorite, molybdenite, pyrite, sericite, sphalerite"	14±2			granitic porphyry of shoshonite series		"arkose, conglomerate, dolomite, granodiorite, limestone, quartzite, sandstone, shale, siltstone"										
Linglong		CINA	China	Xinjiang 		10	42		51	92	92.85	42.16666667	17				Yes	Eastern Tianshan porphyry copper-gold belt. Medium deposit	585	350		0	0	0	0	"Han, C., Rui, Z., Mao, J., Yang, J., Wang, Z., and Yuan, W., 2003, Geologic characteristics of the Tuwu copper deposit, Hami, Xijiang, in Mao, J., Goldfarb, R.J., Seltmann, R., Wang, D., Xiao, W., and Hart, C., eds., Tectonic evolution and metallogeny of the Chinese Altay and Tianshan: International Symposium of the IGCP-473 Project, IAGOD Guidebook Series 10, Urumqi, Xinjiang, China, published by Natural History Museum, London, p. 249–260.Han, C., and Zhao, G., 2003, Major types and characteristics of Late Paleozoic ore deposits, east Tianshan, northwest China: International Geology Review, v. 45, p. 798–813.Rui Z, Liu, Y., Wang, L., and Wang, Y., 2002, The Eastern Tianshan porphyry copper deposit belt in Xinjiang and its tectonic framework: Acta Geologica Sinica, v. 76, no. 1, p. 83–94 (in Chinese with English abstract). Zhang, L.-C., Xiao, W.-J., Qin, K.-J., Ji, J.-S., Yang. X.-K., 2004, Types, geological features and geodynamic significances of gold-copper deposits in the Kanggurtag metallogenic belt, eastern Tianshan, NW China: International Journal of Earth Sciences, v 93, no. 2, p. 224–240."	"carbonate, chalcopyrite, chlorite, kaolinite, magnetite, molybdenite, pyrite, sericite"	Early Devonian to Early Carboniferous		17	diorite porphyry		"andesitic dacite porphyry, diabase dike, diorite, dolomitic marble, gabbro, limestone, quartz porphyry, sandstone, syenodiorite"										
Liufang		CINA	China	Yunnan		19	23		21	102	102.35	23.31666667	17				Yes	Yulong-Yunnan porpyry copper (molybdenum) belt. 91.3 Kt Cu (?) at 1.54% Cu .	603			0	0	0	0	"Xiao, Keyan, 2003, Personal communication."							"alaskite, arkose, conglomerate, dacite porphyry, limestone, quartzite, siltstone"										
Machangqing		CINA	China	Yunnan		40	25		30	100	100.5	25.66666667	21a	1974			Yes	Yulong-Yunnan porpyry copper (molybdenum) belt. More than 56 Mt at 0.078% Mo have been reported. 	463	32.5	62	0.5	0.078	0	0	"Peng, Z., Watanabe, M., Hoshino, K., Sueoka, S., Yano, T., and Nishido, H., 1998, The Machangqing copper-molybdenum deposits, Yunnan, China – an example of Himalayan porphyry-hosted Cu-Mo mineralization: Mineralogy and Petrology, v. 63, p. 95–117. Ren, Z., 1997, Tectono-stratigraphic terrane analysis and metallization in Yunnan, China, in Pei, R., ed., Energy and mineral resources for the 21st century, geology of mineral deposits, mineral economics: Proceedings of the 30th International Geological Congress, VSP, Utrecht, p. 47–55. "	"actinolite, biotite, calcite, chalcopyrite, chlorite, epidote, kaolinite, magnetite, molybdenite, pyrite, pyrrhotite, sericite, sphene, tremolite"	26–39	18b		"granite porphyry, monzonite porphyry, lamprophyre, skarn "		andesite		7.1	2.6	3.5						
Malasongduo		CINA	China	Xizhang (Tibet)		0	31		57	97	97.95	31	17					Yulong-Yunnan porpyry copper (molybdenum) belt. The deposit partially covered by overburden. 	461	42.5	228	0.45	0.014	0	0.06	"Fan, P.F., 1984,  Geologic setting of selected copper deposits of China:  Economic Geology, v. 79, p. 1785–1795. Ge, C., Sun, H., and Zhou, T., 1990,  Copper deposits of China, in Mineral deposits of China, Volume 1: Geological Publishing House, Beijing, p. 1–106.Gu, X.X., Tang, J.X., Wang, C., Chen, J.P., and He, B.B., 2003, Himalayan magmatism and porphyry copper-molybdenum mineralisation in the Yulong ore belt, East Tibet: Mineralogy and Petrology, v. 78, p. 1–20. Hou, Z., Ma, H., Khin, Z., Zhang, Y., Wang, M., Wang, Z., Pan, G., and Tang, R., 2003, The Himalayan Yulong porphyry copper belt: product of large-scale strike-slip faulting in eastern Tibet: Economic Geology, v. 98, p. 125–145. Metal Mining Agency of Japan, 1998, List of the metallic mineral deposits in Asia: Metal Mining Agency of Japan, 43 p.Rui, Z., Wang, L., and Wang, Y., 2002, Porphyry copper deposit models in China: Workshop on Assessing Undiscovered Mineral Resources, June 24–28, Beijing, China, China Geological Survey and U.S. Geological Survey, p. 42–52.Tang R., and Luo, H., 1995, The geology of Yulong porphyry (molybdenum) copper ore belt, Xizang (Tibet): No. 1 Party of Xizang Bureau of Geology and Mineral Resources, Beijing, Geological Publishing House, 320 p. (in Chinese with English summary). Zhang, H., Pei, R., and Wu, L., 1993,  Evolution of the porphyry copper deposits from Proterozoic to Cenozoic Era in China:  Proceedings of the 29th International Geological Congress 1992, Mineral Resources Symposia Volume A, Resource Geology Special Issue, no. 15, Tokyo, p. 55–65."	"biotite, bornite, chalcopyrite, galena, hematite, magnetite, molybdenite, pyrite, sericite, sphalerite, tetrahedrite, zeolite"	51–34			"monzogranite porphyry, syenogranite porphyry"	"andesite, andesite agglomerate"	"andesite, granodiorite, siltstone"	2.3							0.6	0.95	0.8
Mamupu		CINA	China	Xizhang (Tibet)		50	29		32	98	98.53333333	29.83333333	17				Yes	Yulong-Yunnan porpyry copper (molybdenum) belt. Large deposit.	575	38		0	0	0	0	"Gu, X.X., Tang, J.X., Wang, C., Chen, J.P., and He, B.B., 2003, Himalayan magmatism and porphyry copper-molybdenum mineralisation in the Yulong ore belt, East Tibet: Mineralogy and Petrology, v. 78, p. 1–20. Hou, Z., Ma, H., Khin, Z., Zhang, Y., Wang, M., Wang, Z., Pan, G., and Tang, R., 2003, The Himalayan Yulong porphyry copper belt: product of large-scale strike-slip faulting in eastern Tibet: Economic Geology, v. 98, p. 125–145. Rui, Z., Wang, L., and Wang, Y., 2002, Porphyry copper deposit models in China: Workshop on Assessing Undiscovered Mineral Resources, June 24–28, Beijing, China, China Geological Survey and U.S. Geological Survey, p. 42–52.Tang R., and Luo, H., 1995, The geology of Yulong porphyry (molybdenum) copper ore belt, Xizang (Tibet): No. 1 Party of Xizang Bureau of Geology and Mineral Resources, Beijing, Geological Publishing House, 320 p. (in Chinese with English summary). "		38		17	quartz syenite porphyry		"andesite, andesite porphyry, basalt, basalt breccia, basalt porphyry, basalt tuff, diabase, dolomite, limestone, marble, quartzite, rhyodacite porphyry"										
Mangzhong	Mangzong	CINA	China	Xizhang (Tibet)		12	31		48	97	97.8	31.2	21a				Yes	Yulong-Yunnan porpyry copper (molybdenum) belt. Exposed.	460	37.5	73.5	0.34	0.03	0	0.02	"Fan, P.F., 1984,  Geologic setting of selected copper deposits of China:  Economic Geology, v. 79, p. 1785–1795.Gu, X.X., Tang, J.X., Wang, C., Chen, J.P., and He, B.B., 2003, Himalayan magmatism and porphyry copper-molybdenum mineralisation in the Yulong ore belt, East Tibet: Mineralogy and Petrology, v. 78, p. 1–20. Hou, Z., Ma, H., Khin, Z., Zhang, Y., Wang, M., Wang, Z., Pan, G., and Tang, R., 2003, The Himalayan Yulong porphyry copper belt: product of large-scale strike-slip faulting in eastern Tibet: Economic Geology, v. 98, p. 125–145. Rui, Z., Wang, L., and Wang, Y., 2002, Porphyry copper deposit models in China: Workshop on Assessing Undiscovered Mineral Resources, June 24–28, Beijing, China, China Geological Survey and U.S. Geological Survey, p. 42–52.Tang R., and Luo, H., 1995, The geology of Yulong porphyry (molybdenum) copper ore belt, Xizang (Tibet): No. 1 Party of Xizang Bureau of Geology and Mineral Resources, Beijing, Geological Publishing House, 320 p. (in Chinese with English summary). Zhang, H., Pei, R., and Wu, L., 1993,  Evolution of the porphyry copper deposits from Proterozoic to Cenozoic Era in China:  Proceedings of the 29th International Geological Congress 1992, Mineral Resources Symposia Volume A, Resource Geology Special Issue, no. 15, Tokyo, p. 55–65."	"biotite, chalcocite, chalcopyrite, galena, hematite/specularite, magnetite, molybdenite, pyrite, sericite, sphalerite, tennantite"	41–34		17	"diorite porphyry, granite porphyry, hornfels, monzogranite porphyry, quartz monzogranite porphyry"	"andesite, andesite agglomerate, rhyolite"	andesite	2.3							0.22	1.1	0.25
Nanmu		CINA	China	Xizhang (Tibet)		28	29		49	90	90.81666667	29.46666667	17	2000			Yes	Gangdese porphyry copper belt. Granitic rocks of high-potassium calc-alkaline series.	581	14		0	0	0	0	"Gao, Y., Hou, Z., Wei, R., and Zhao, R., 2003, Post-collisional adakitic porphyries in Tibet: geochemical and Sr-Nd-Pb isotopic constraints on partial melting of oceanic lithosphere and crust-mantle interaction: Acta Geologica Sinica, v. 77, no. 2, p. 194–203. Hou, Z., Mo, X., Gao, Y., Qu, X., and Meng, X., 2003, Adakite, a possible host rock for porphyry copper deposits: Case studies of porphyry copper belts in Tibetan Plateau and in Northern Chile: Mineral Deposits, v.22, no. 1, p. 1–12 (in Chinese with English abstract). Qu, X., Hou, Z., and Huang, W., 2001, Is Gangdese porphyry copper deposit belt the second “Yulong” copper deposit belt?: Mineral Deposits, v. 20, no. 4, p. 353–366 (in Chinese with English abstract).Rui, Z., Wang, L., and Wang, Y., 2002, Porphyry copper deposit models in China: Workshop on Assessing Undiscovered Mineral Resources, June 24–28, Beijing, China, China Geological Survey and U.S. Geological Survey, p. 42–52."	"biotite, bornite, chalcopyrite, chlorite, molybdenite, pyrite, sericite, sphalerite"	14±2			granodiorite porphyry		"amphibolite, diorite, gneiss, granite, pegmatite, quartzite, schist"					2.8	0.9	2			
Pulang	Xuejiping	CINA	China	Yunnan		2	28		50	99	99.83333333	28.03333333	17	1966				Yidun island arc of Indosinian epoch. 30% of the deposit area is covered by Quaternary moraine.	590	213	54.2	0.53	0	1.5	0.055	"Feebrey, C.A., 2003, Personal communication.Ren, Z., 1997, Tectono-stratigraphic terrane analysis and metallization in Yunnan, China, in Pei, R., ed., Energy and mineral resources for the 21st century, geology of mineral deposits, mineral economics: Proceedings of the 30th International Geological Congress, VSP, Utrecht, p. 47–55. Xiao, Keyan, 2003, Personal communication.Zeng, P., Hou, Z., Wang, H., Qu, W., Meng, Y., Yang, Z., and Li, W., 2004, Re-Os dating of the Pulang porphyry copper deposit in Zhongdian, NW Yunnan, and its geological significance: Acta Geologica Sinica, v. 78, no. 2 p. 604–609. "	"biotite, chalcopyrite, chlorite, epidote, molybdenite, pyrite, sericite"	213±3.8	22c		"breccia, hornfels, quartz diorite porphyry, quartz monzonite porphyry"		"gneiss, schist"					4	2.5	7.8			
